需求点编号,X坐标(km),Y坐标(km),区域类型,无人车可达性,末端道路绕行系数,A类包裹数量,B类包裹数量,C类包裹数量,C类包裹时限(h)
D0363,56.109999999999999,26.539999999999999,mountain,yes,1.9299999999999999,5,0,0,
D0364,68.930000000000007,49.57,urban,yes,1.1399999999999999,10,0,0,
D0365,95.609999999999999,25.600000000000001,hill,no,,10,0,0,
D0366,83.450000000000003,90.489999999999995,hill,yes,1.7,4,0,0,
D0367,33.850000000000001,7,urban,yes,1.26,4,0,0,
D0368,17.890000000000001,65.870000000000005,hill,no,,2,0,0,
D0369,73.230000000000004,79.549999999999997,urban,yes,1.23,9,0,0,
D0370,47.340000000000003,93.670000000000002,urban,yes,1.29,7,1,0,
D0371,54.659999999999997,30.800000000000001,urban,yes,1.0900000000000001,9,0,0,
D0372,27.100000000000001,8.3200000000000003,hill,yes,1.49,5,0,0,
D0373,55.75,34.729999999999997,urban,yes,1.3200000000000001,10,0,0,
D0374,44.880000000000003,48.100000000000001,urban,yes,1.21,5,0,0,
D0375,48.469999999999999,28.989999999999998,urban,yes,1.25,5,0,0,
D0376,73.730000000000004,75.390000000000001,urban,yes,1.1799999999999999,3,0,0,
D0377,33.390000000000001,97.200000000000003,urban,yes,1.1200000000000001,9,0,0,
D0378,27.77,36.729999999999997,lake,yes,1.6499999999999999,4,1,0,
D0379,71.299999999999997,79.489999999999995,urban,yes,1.21,5,0,0,
D0380,68.579999999999998,48.600000000000001,urban,yes,1.1599999999999999,12,0,0,
D0381,82.420000000000002,63.689999999999998,hill,yes,1.5,4,0,0,
D0382,46.979999999999997,0.60999999999999999,urban,yes,1.1299999999999999,7,0,0,
D0383,77.950000000000003,81.120000000000005,lake,no,,2,0,0,
D0384,26.16,40.600000000000001,urban,yes,1.1599999999999999,5,0,0,
D0385,64.969999999999999,35.460000000000001,urban,yes,1.1399999999999999,11,1,0,
D0386,77.579999999999998,69.219999999999999,urban,yes,1.05,12,0,0,
D0387,46.5,2.2599999999999998,urban,yes,1.1299999999999999,3,0,0,
D0388,60.409999999999997,23.760000000000002,mountain,yes,1.8300000000000001,9,0,0,
D0389,92.659999999999997,54.829999999999998,hill,no,,8,0,0,
D0390,79.730000000000004,14.01,mountain,yes,1.72,3,0,0,
D0391,40.030000000000001,60.039999999999999,urban,no,,6,0,0,
D0392,99.370000000000005,87.780000000000001,hill,no,,7,0,0,
D0393,21.190000000000001,99.129999999999995,lake,yes,1.51,5,0,0,
D0394,51.390000000000001,27.469999999999999,urban,yes,1.23,11,1,0,
D0395,2.5600000000000001,30.359999999999999,lake,yes,1.6000000000000001,3,1,0,
D0396,45.700000000000003,6.4400000000000004,urban,yes,1.1100000000000001,6,0,0,
D0397,39.979999999999997,61.560000000000002,urban,yes,1.0700000000000001,5,0,0,
D0398,91.810000000000002,35.969999999999999,hill,yes,1.28,4,0,0,
D0399,49.609999999999999,6.8499999999999996,urban,yes,1.0800000000000001,8,0,0,
D0400,95.939999999999998,73.819999999999993,urban,yes,1.0700000000000001,4,0,0,
D0401,92.359999999999999,19.129999999999999,hill,yes,1.3899999999999999,4,0,0,
D0402,87.769999999999996,17.059999999999999,hill,yes,1.73,3,0,0,
D0403,43.579999999999998,17.210000000000001,urban,yes,1.1499999999999999,3,0,0,
D0404,53.359999999999999,86.599999999999994,lake,yes,1.8999999999999999,5,0,0,
D0405,73.829999999999998,54.109999999999999,urban,yes,1.1499999999999999,12,0,0,
D0406,70.689999999999998,50.259999999999998,urban,yes,1.22,8,0,0,
D0407,53.969999999999999,30.399999999999999,urban,yes,1.0800000000000001,14,0,0,
D0408,75.540000000000006,49.649999999999999,urban,yes,1.1799999999999999,6,0,0,
D0409,53.890000000000001,22.460000000000001,urban,yes,1.0600000000000001,12,0,0,
D0410,0.94999999999999996,96.700000000000003,lake,no,,3,0,0,
D0411,29.379999999999999,44.170000000000002,urban,yes,1.29,4,0,0,
D0412,84.180000000000007,72.049999999999997,urban,yes,1.29,7,1,0,
D0413,78.510000000000005,80.359999999999999,urban,no,,7,0,0,
D0414,99.450000000000003,94.920000000000002,hill,yes,1.3600000000000001,6,1,0,
D0415,92.530000000000001,83.980000000000004,hill,yes,1.6000000000000001,8,1,0,
D0416,40.07,51.079999999999998,urban,yes,1.3300000000000001,5,0,0,
D0417,90.799999999999997,64.480000000000004,hill,yes,1.54,4,0,0,
D0418,32.729999999999997,11.460000000000001,hill,yes,1.6000000000000001,4,0,0,
D0419,26.93,36.020000000000003,urban,yes,1.22,5,0,0,
D0420,46.479999999999997,10.81,urban,yes,1.2,7,0,0,
D0421,44.049999999999997,92.549999999999997,urban,yes,1.1899999999999999,5,0,0,
D0422,66.299999999999997,38.880000000000003,urban,yes,1.1100000000000001,9,2,0,
D0423,51.659999999999997,35.710000000000001,urban,yes,1.22,3,1,0,
D0424,86.129999999999995,30.210000000000001,hill,no,,7,0,0,
D0425,88.409999999999997,53.229999999999997,hill,yes,1.3899999999999999,3,0,0,
D0426,55.43,21.25,urban,yes,1.21,9,0,0,
D0427,35.43,47.640000000000001,urban,yes,1.3,6,2,0,
D0428,50.630000000000003,33.630000000000003,urban,yes,1.26,12,0,0,
D0429,39.380000000000003,16.710000000000001,urban,yes,1.1499999999999999,5,0,0,
D0430,67.870000000000005,43.950000000000003,urban,yes,1.1100000000000001,7,0,0,
D0431,82.420000000000002,68.560000000000002,hill,no,,6,1,0,
D0432,97.530000000000001,91.959999999999994,hill,no,,5,0,0,
D0433,63.950000000000003,51.649999999999999,urban,yes,1.21,7,1,0,
D0434,76.109999999999999,75.120000000000005,lake,no,,7,0,0,
D0435,39.890000000000001,99.370000000000005,urban,yes,1.25,7,1,0,
D0436,11.550000000000001,2.4900000000000002,mountain,no,,1,0,0,
D0437,21.690000000000001,20.100000000000001,hill,yes,1.3100000000000001,4,0,0,
D0438,71.890000000000001,59.969999999999999,urban,yes,1.28,10,0,0,
D0439,70.299999999999997,76.620000000000005,urban,yes,1.05,9,0,0,
D0440,70.150000000000006,91.969999999999999,lake,yes,1.6899999999999999,8,1,0,
D0441,45.789999999999999,25.399999999999999,urban,yes,1.28,10,0,0,
D0442,48.289999999999999,54.700000000000003,urban,yes,1.1200000000000001,6,0,0,
D0443,39.420000000000002,5.25,urban,yes,1.1799999999999999,2,0,0,
D0444,32.380000000000003,71.459999999999994,hill,no,,10,0,0,
D0445,31.109999999999999,45.659999999999997,urban,yes,1.3100000000000001,4,0,0,
D0446,78.180000000000007,38.920000000000002,hill,yes,1.49,4,0,0,
D0447,30.93,59.890000000000001,hill,yes,1.6799999999999999,6,0,0,
D0448,33.329999999999998,7.8799999999999999,hill,yes,1.51,7,0,0,
D0449,38.850000000000001,5.54,urban,yes,1.22,4,0,0,
D0450,75.400000000000006,83.569999999999993,urban,yes,1.21,8,0,0,
D0451,22.989999999999998,51.869999999999997,urban,yes,1.23,9,2,0,
D0452,26.850000000000001,59.149999999999999,mountain,no,,5,0,0,
D0453,47.950000000000003,9.2599999999999998,urban,yes,1.1799999999999999,6,0,0,
D0454,72.709999999999994,89.260000000000005,lake,yes,1.8500000000000001,3,1,0,
D0455,50.630000000000003,41.939999999999998,urban,yes,1.1699999999999999,3,1,0,
D0456,21.5,16.210000000000001,hill,yes,1.54,4,1,0,
D0457,17.800000000000001,35.450000000000003,lake,yes,1.96,7,2,0,
D0458,46.990000000000002,29.609999999999999,urban,yes,1.0800000000000001,7,1,0,
D0459,76.540000000000006,81.870000000000005,urban,yes,1.22,5,0,0,
D0460,46.439999999999998,17.199999999999999,hill,yes,1.5900000000000001,3,0,0,
D0461,17.789999999999999,38.740000000000002,lake,no,,7,0,0,
D0462,45.159999999999997,14.449999999999999,urban,yes,1.22,7,0,0,
D0463,72.920000000000002,54.619999999999997,urban,yes,1.0600000000000001,8,1,0,
D0464,48.340000000000003,92.090000000000003,urban,yes,1.22,7,1,0,
D0465,20.079999999999998,49.729999999999997,urban,yes,1.1000000000000001,6,0,0,
D0466,15.18,32.579999999999998,lake,no,,5,0,0,
D0467,51.060000000000002,55.789999999999999,urban,yes,1.0600000000000001,8,1,0,
D0468,15.369999999999999,49.909999999999997,urban,no,,5,0,0,
D0469,18.489999999999998,46.600000000000001,urban,yes,1.0900000000000001,8,0,0,
D0470,54.109999999999999,0.56000000000000005,urban,yes,1.3300000000000001,7,0,0,
D0471,59.93,27.510000000000002,mountain,no,,5,0,0,
D0472,14.42,91,lake,no,,4,0,0,
D0473,83.489999999999995,87.540000000000006,lake,yes,1.5700000000000001,5,1,0,
D0474,93.989999999999995,75.209999999999994,urban,yes,1.26,4,0,0,
D0475,77.290000000000006,96.930000000000007,lake,yes,1.55,6,1,0,
D0476,53.030000000000001,72.280000000000001,urban,yes,1.0600000000000001,6,0,0,
D0477,16.629999999999999,15.779999999999999,hill,yes,1.5,8,0,0,
D0478,49.590000000000003,29.41,urban,yes,1.1100000000000001,8,1,0,
D0479,39.079999999999998,52.189999999999998,urban,yes,1.25,11,0,0,
D0480,47.659999999999997,37.789999999999999,urban,yes,1.0800000000000001,6,0,0,
D0481,17,89.769999999999996,lake,yes,1.45,3,0,0,
D0482,52.399999999999999,5.1900000000000004,urban,yes,1.1100000000000001,6,1,0,
D0483,69.650000000000006,74.640000000000001,urban,yes,1.1000000000000001,7,1,0,
D0484,53.829999999999998,72.879999999999995,urban,yes,1.0600000000000001,9,0,0,
D0485,55.049999999999997,13.52,urban,yes,1.1699999999999999,9,0,0,
D0486,26.32,81.579999999999998,hill,yes,1.3500000000000001,8,0,0,
D0487,78.459999999999994,73.129999999999995,urban,yes,1.1000000000000001,6,1,0,
D0488,89.219999999999999,43.189999999999998,hill,yes,1.5600000000000001,5,0,0,
D0489,36.119999999999997,98.280000000000001,urban,yes,1.1699999999999999,11,0,0,
D0490,46.869999999999997,7.0800000000000001,urban,yes,1.22,6,0,0,
D0491,48.979999999999997,85.549999999999997,lake,no,,6,0,0,
D0492,70.099999999999994,75.680000000000007,urban,yes,1.1000000000000001,9,1,0,
D0493,47.340000000000003,46.780000000000001,urban,yes,1.1599999999999999,5,0,0,
D0494,1.9099999999999999,46.060000000000002,lake,no,,9,0,0,
D0495,80.620000000000005,96.010000000000005,hill,yes,1.5900000000000001,7,0,0,
D0496,80.640000000000001,45.689999999999998,hill,yes,1.3100000000000001,6,0,0,
D0497,91.5,67.359999999999999,urban,yes,1.1399999999999999,4,0,0,
D0498,36.039999999999999,55.960000000000001,urban,yes,1.1699999999999999,7,0,0,
D0499,72.049999999999997,60.259999999999998,urban,yes,1.1399999999999999,7,1,0,
D0500,70.959999999999994,15.41,mountain,no,,6,0,0,
D0501,58.579999999999998,45.649999999999999,urban,yes,1.1299999999999999,5,0,0,
D0502,11.82,67.969999999999999,hill,yes,1.4199999999999999,4,1,0,
D0503,63.420000000000002,45.619999999999997,urban,yes,1.1599999999999999,9,0,0,
D0504,94.719999999999999,56.289999999999999,hill,no,,10,0,0,
D0505,50.82,55.539999999999999,urban,yes,1.0800000000000001,6,0,0,
D0506,14.15,51.93,lake,yes,2.0299999999999998,4,0,0,
D0507,17.600000000000001,99.060000000000002,lake,yes,2.0600000000000001,2,1,0,
D0508,8.6300000000000008,73.689999999999998,mountain,no,,7,0,0,
D0509,71.650000000000006,76.170000000000002,urban,yes,1.0600000000000001,6,0,0,
D0510,83.879999999999995,96.579999999999998,hill,yes,1.3100000000000001,4,0,0,
D0511,51.770000000000003,48.640000000000001,urban,yes,1.2,3,1,0,
D0512,90.260000000000005,26.84,hill,no,,5,0,0,
D0513,46.25,24.460000000000001,urban,yes,1.1699999999999999,11,0,0,
D0514,57.700000000000003,74.040000000000006,urban,yes,1.1599999999999999,5,0,0,
D0515,66.069999999999993,47.539999999999999,urban,yes,1.1299999999999999,8,0,0,
D0516,22.420000000000002,18.18,hill,yes,1.6399999999999999,4,0,0,
D0517,62.299999999999997,50.25,urban,yes,1.1100000000000001,9,0,0,
D0518,90.290000000000006,66.230000000000004,urban,yes,1.21,4,1,0,
D0519,47.310000000000002,54.979999999999997,urban,yes,1.05,2,1,0,
D0520,25.399999999999999,79.099999999999994,hill,no,,6,1,0,
D0521,74.760000000000005,82.049999999999997,urban,yes,1.1499999999999999,10,1,0,
D0522,64.569999999999993,55.380000000000003,urban,yes,1.3500000000000001,7,1,0,
D0523,49.229999999999997,1.2,urban,yes,1.1499999999999999,7,1,0,
D0524,44.799999999999997,74.620000000000005,urban,yes,1.29,8,0,0,
D0525,34.32,93.400000000000006,urban,yes,1.1399999999999999,6,2,0,
D0526,45.369999999999997,5.9299999999999997,urban,yes,1.23,9,0,0,
D0527,69.510000000000005,9.1400000000000006,mountain,no,,2,0,0,
D0528,75.489999999999995,48.399999999999999,urban,yes,1.1200000000000001,8,0,0,
D0529,45.520000000000003,50.600000000000001,urban,yes,1.3400000000000001,9,0,0,
D0530,43.869999999999997,11.050000000000001,urban,yes,1.26,6,0,0,
D0531,98.590000000000003,74.239999999999995,urban,yes,1.25,9,0,0,
D0532,83.209999999999994,91.280000000000001,hill,yes,1.6599999999999999,4,0,0,
D0533,47.520000000000003,32.530000000000001,urban,yes,1.1299999999999999,2,0,0,
D0534,70.599999999999994,54.329999999999998,urban,yes,1.3400000000000001,9,0,0,
D0535,53.689999999999998,66.150000000000006,urban,yes,1.3300000000000001,5,0,0,
D0536,75.150000000000006,78.319999999999993,urban,yes,1.3400000000000001,10,0,0,
D0537,35.590000000000003,57.5,urban,yes,1.1000000000000001,5,0,0,
D0538,3.6099999999999999,91.280000000000001,lake,no,,7,0,0,
D0539,41.840000000000003,58.670000000000002,urban,yes,1.27,4,1,0,
D0540,50.450000000000003,92.030000000000001,urban,yes,1.25,8,1,0,
D0541,21.300000000000001,42.859999999999999,urban,yes,1.1399999999999999,8,0,0,
D0542,12.58,24.640000000000001,mountain,no,,7,0,0,
D0543,21.07,35.229999999999997,lake,no,,3,0,0,
D0544,76.299999999999997,56.130000000000003,urban,yes,1.0800000000000001,5,0,0,
D0545,89.310000000000002,86.530000000000001,hill,yes,1.3200000000000001,6,0,0,
D0546,44.390000000000001,24.260000000000002,urban,yes,1.1799999999999999,4,2,0,
D0547,23.52,82.459999999999994,hill,no,,8,0,0,
D0548,75.549999999999997,57.920000000000002,hill,yes,1.5,2,1,0,
D0549,35,78.510000000000005,hill,yes,1.5800000000000001,8,1,0,
D0550,73.579999999999998,54.520000000000003,hill,yes,1.3400000000000001,8,2,0,
D0551,91.519999999999996,34.890000000000001,hill,yes,1.53,10,0,0,
D0552,71.230000000000004,69.670000000000002,urban,yes,1.0900000000000001,5,0,0,
D0553,47.450000000000003,5.8600000000000003,urban,yes,1.0800000000000001,9,0,0,
D0554,74.780000000000001,75.730000000000004,urban,yes,1.0700000000000001,6,0,0,
D0555,39.07,98.260000000000005,urban,yes,1.0800000000000001,7,1,0,
D0556,46.890000000000001,78.299999999999997,urban,yes,1.0600000000000001,3,0,0,
D0557,74.909999999999997,56.880000000000003,urban,yes,1.0700000000000001,4,0,0,
D0558,38.979999999999997,89.659999999999997,urban,yes,1.1200000000000001,12,0,0,
D0559,41,9.75,urban,yes,1.1799999999999999,7,1,0,
D0560,27.120000000000001,56.640000000000001,hill,yes,1.48,3,0,0,
D0561,44.170000000000002,60.880000000000003,urban,yes,1.1100000000000001,3,0,0,
D0562,34.479999999999997,73.370000000000005,hill,no,,10,0,0,
D0563,10.289999999999999,36.880000000000003,mountain,yes,1.8899999999999999,4,0,0,
D0564,91.560000000000002,87.829999999999998,hill,no,,6,0,0,
D0565,99.090000000000003,24.780000000000001,hill,yes,1.3200000000000001,6,1,0,
D0566,29.780000000000001,50.359999999999999,urban,yes,1.3300000000000001,10,0,0,
D0567,98.760000000000005,77.230000000000004,urban,yes,1.3,7,0,0,
D0568,98.670000000000002,80.099999999999994,hill,yes,1.71,7,0,0,
D0569,47.770000000000003,57.960000000000001,urban,yes,1.3,6,0,0,
D0570,93.340000000000003,66.510000000000005,urban,yes,1.0900000000000001,5,1,0,
D0571,17.260000000000002,40,lake,yes,1.75,4,1,0,
D0572,31.289999999999999,67.260000000000005,hill,yes,1.6799999999999999,7,1,0,
D0573,80.5,75.209999999999994,urban,yes,1.3,10,0,0,
D0574,74.930000000000007,74.760000000000005,urban,yes,1.1100000000000001,9,0,0,
D0575,51.700000000000003,84.689999999999998,lake,yes,1.72,7,0,0,
D0576,45.539999999999999,89.959999999999994,urban,yes,1.3300000000000001,10,0,0,
D0577,26.859999999999999,32.619999999999997,hill,yes,1.27,8,0,0,
D0578,83.450000000000003,99.439999999999998,hill,yes,1.6299999999999999,4,0,0,
D0579,44.719999999999999,7.5499999999999998,urban,yes,1.1699999999999999,9,0,0,
D0580,78.079999999999998,44.75,urban,yes,1.24,8,1,0,
D0581,36.509999999999998,3.1400000000000001,urban,yes,1.25,10,0,0,
D0582,35.030000000000001,2.8399999999999999,urban,yes,1.28,5,0,0,
D0583,48.090000000000003,94.939999999999998,urban,yes,1.0600000000000001,7,0,0,
D0584,26.449999999999999,53.829999999999998,urban,yes,1.27,6,0,0,
D0585,11.779999999999999,68.280000000000001,hill,yes,1.3500000000000001,3,2,0,
D0586,46.170000000000002,31.609999999999999,urban,yes,1.3,7,0,0,
D0587,1.98,30.300000000000001,lake,yes,1.54,6,0,0,
D0588,42.829999999999998,63.829999999999998,urban,yes,1.26,5,0,0,
D0589,36.219999999999999,22.920000000000002,hill,yes,1.6799999999999999,5,1,0,
D0590,23.969999999999999,64.090000000000003,hill,yes,1.5800000000000001,7,1,0,
D0591,66.379999999999995,63.670000000000002,urban,yes,1.3,7,1,0,
D0592,52.109999999999999,52.68,urban,yes,1.0600000000000001,10,0,0,
D0593,93.989999999999995,46.609999999999999,hill,no,,5,0,0,
D0594,86.890000000000001,95.040000000000006,hill,no,,5,0,0,
D0595,94.310000000000002,35.439999999999998,hill,yes,1.51,4,0,0,
D0596,47.340000000000003,9.2300000000000004,urban,yes,1.0800000000000001,9,1,0,
D0597,33.560000000000002,55.119999999999997,urban,yes,1.3200000000000001,11,0,0,
D0598,49.950000000000003,90.260000000000005,lake,no,,6,0,0,
D0599,37.670000000000002,21.050000000000001,hill,yes,1.3700000000000001,7,0,0,
D0600,91.680000000000007,59.310000000000002,hill,yes,1.5800000000000001,4,0,0,
D0601,67.519999999999996,43.57,urban,yes,1.0900000000000001,5,0,0,
D0602,99.409999999999997,66.189999999999998,urban,yes,1.1000000000000001,8,0,0,
D0603,32.740000000000002,52.200000000000003,urban,yes,1.1799999999999999,7,0,0,
D0604,38.240000000000002,90.829999999999998,urban,yes,1.26,7,0,0,
D0605,42.200000000000003,50.840000000000003,urban,yes,1.0700000000000001,7,0,0,
D0606,86.280000000000001,96.340000000000003,hill,no,,7,1,0,
D0607,59.590000000000003,38.030000000000001,urban,yes,1.1000000000000001,8,0,0,
D0608,38,50.399999999999999,urban,yes,1.22,12,0,0,
D0609,75.579999999999998,15.720000000000001,mountain,no,,4,0,0,
D0610,60.579999999999998,32.149999999999999,urban,yes,1.24,3,0,0,
D0611,47.32,72.25,urban,yes,1.27,9,0,0,
D0612,79.489999999999995,26.289999999999999,hill,yes,1.3999999999999999,6,0,0,
D0613,38.369999999999997,26.890000000000001,hill,yes,1.5700000000000001,7,0,0,
D0614,69.780000000000001,49.68,urban,yes,1.24,6,1,0,
D0615,46.950000000000003,68.629999999999995,urban,yes,1.1299999999999999,6,1,0,
D0616,47.109999999999999,4.6500000000000004,urban,yes,1.3200000000000001,9,1,0,
D0617,42.390000000000001,14.16,hill,yes,1.45,7,1,0,
D0618,38.340000000000003,61.909999999999997,urban,yes,1.0900000000000001,10,0,0,
D0619,90.409999999999997,25.52,hill,yes,1.3899999999999999,4,2,0,
D0620,37.380000000000003,50.240000000000002,urban,yes,1.25,7,0,0,
D0621,35.759999999999998,95,urban,yes,1.1799999999999999,4,0,0,
D0622,75.549999999999997,80.430000000000007,urban,yes,1.3500000000000001,6,2,0,
D0623,21.870000000000001,43.579999999999998,urban,yes,1.1200000000000001,9,0,0,
D0624,43.140000000000001,11.98,urban,yes,1.1899999999999999,12,1,0,
D0625,45.240000000000002,94.709999999999994,urban,yes,1.1899999999999999,5,1,0,
D0626,43.469999999999999,85.890000000000001,urban,yes,1.26,6,0,0,
D0627,37.259999999999998,2.71,urban,yes,1.26,4,1,0,
D0628,61.560000000000002,46.399999999999999,urban,yes,1.24,7,0,0,
D0629,35.829999999999998,60.579999999999998,urban,yes,1.23,9,0,0,
D0630,40.240000000000002,86.969999999999999,urban,yes,1.24,8,1,0,
D0631,56.420000000000002,24.129999999999999,urban,yes,1.25,8,0,0,
D0632,49.659999999999997,17.530000000000001,urban,yes,1.1000000000000001,7,0,0,
D0633,49.82,41.280000000000001,urban,yes,1.2,4,0,0,
D0634,42.579999999999998,70.299999999999997,urban,yes,1.27,6,0,0,
D0635,82.890000000000001,97.469999999999999,hill,yes,1.26,3,1,0,
D0636,74.640000000000001,51.420000000000002,urban,yes,1.3300000000000001,5,0,0,
D0637,37.109999999999999,9.7899999999999991,urban,yes,1.25,2,0,0,
D0638,65.609999999999999,37.200000000000003,urban,yes,1.1399999999999999,10,0,0,
D0639,49.659999999999997,18.84,urban,yes,1.2,7,0,0,
D0640,20.989999999999998,41.270000000000003,lake,no,,5,0,0,
D0641,0.57999999999999996,38.079999999999998,lake,no,,9,0,0,
D0642,20.780000000000001,56.189999999999998,mountain,no,,2,0,0,
D0643,66.609999999999999,70.739999999999995,lake,yes,2.04,10,0,0,
D0644,68.569999999999993,13.289999999999999,mountain,no,,6,0,0,
D0645,50.549999999999997,40.75,urban,yes,1.1000000000000001,3,1,0,
D0646,26.870000000000001,33.090000000000003,hill,yes,1.4299999999999999,9,0,0,
D0647,48.189999999999998,82.170000000000002,urban,yes,1.0600000000000001,10,0,0,
D0648,41.030000000000001,7.75,urban,yes,1.28,5,1,0,
D0649,54.880000000000003,48.009999999999998,urban,yes,1.27,8,1,0,
D0650,97.950000000000003,87.170000000000002,hill,no,,9,1,0,
D0651,2.7799999999999998,82.269999999999996,lake,yes,1.54,4,0,0,
D0652,84.469999999999999,50.409999999999997,hill,yes,1.29,4,0,0,
D0653,40.789999999999999,62.25,urban,yes,1.29,5,0,0,
D0654,11.82,41.850000000000001,lake,no,,4,0,0,
D0655,72.260000000000005,56.43,urban,yes,1.0600000000000001,7,2,0,
D0656,42.509999999999998,88.599999999999994,urban,yes,1.1799999999999999,5,0,0,
D0657,54.869999999999997,15.94,urban,yes,1.22,7,0,0,
D0658,79.079999999999998,55.369999999999997,hill,yes,1.26,5,0,0,
D0659,46.789999999999999,62.829999999999998,urban,yes,1.3100000000000001,4,1,0,
D0660,77.230000000000004,48.640000000000001,hill,yes,1.45,7,0,0,
D0661,59.93,51.469999999999999,urban,yes,1.1799999999999999,4,0,0,
D0662,19.170000000000002,87.069999999999993,hill,yes,1.3799999999999999,2,1,0,
D0663,80.390000000000001,46.439999999999998,hill,yes,1.6799999999999999,3,0,0,
D0664,54.329999999999998,29.289999999999999,urban,yes,1.3300000000000001,11,1,0,
D0665,93.980000000000004,34.57,hill,yes,1.48,6,0,0,
D0666,45.189999999999998,22.420000000000002,urban,yes,1.05,6,0,0,
D0667,20.870000000000001,2.75,mountain,no,,6,0,0,
D0668,36.840000000000003,48.640000000000001,urban,yes,1.28,8,0,0,
D0669,56.25,18.670000000000002,urban,yes,1.3,14,0,0,
D0670,53.380000000000003,70,urban,yes,1.1899999999999999,4,2,0,
D0671,81.140000000000001,81.799999999999997,hill,yes,1.6799999999999999,2,0,0,
D0672,47.840000000000003,32.380000000000003,mountain,yes,1.6200000000000001,6,0,0,
D0673,21.059999999999999,88.870000000000005,lake,no,,6,0,0,
D0674,95.489999999999995,15.17,hill,yes,1.4299999999999999,4,1,0,
D0675,87.090000000000003,58.539999999999999,hill,no,,8,0,0,
D0676,83.400000000000006,97.290000000000006,lake,yes,1.6000000000000001,4,1,0,
D0677,45.950000000000003,59.240000000000002,urban,yes,1.3100000000000001,5,1,0,
D0678,22.77,61.740000000000002,mountain,yes,1.75,4,0,0,
D0679,50.399999999999999,65.709999999999994,urban,yes,1.22,7,0,0,
D0680,97.280000000000001,73.480000000000004,urban,yes,1.27,12,0,0,
D0681,16.59,13.039999999999999,hill,no,,10,0,0,
D0682,43.780000000000001,51.590000000000003,urban,yes,1.1899999999999999,9,0,0,
D0683,18.23,57.07,mountain,yes,1.6200000000000001,8,0,0,
D0684,89.510000000000005,43.079999999999998,hill,yes,1.73,4,0,0,
D0685,34.43,63.539999999999999,urban,no,,9,1,0,
D0686,52,94.099999999999994,urban,yes,1.1799999999999999,5,0,0,
D0687,57.909999999999997,13.98,mountain,yes,1.7,5,0,0,
D0688,94.25,58.329999999999998,hill,yes,1.71,2,0,0,
D0689,51.600000000000001,68.799999999999997,urban,yes,1.1000000000000001,4,1,0,
D0690,1.22,27.760000000000002,mountain,no,,4,0,0,
D0691,33.740000000000002,40.460000000000001,urban,yes,1.26,9,0,0,
D0692,82.629999999999995,38.229999999999997,hill,yes,1.75,4,0,0,
D0693,48.960000000000001,47.829999999999998,urban,yes,1.0700000000000001,5,0,0,
D0694,62.420000000000002,41.009999999999998,urban,yes,1.23,7,1,0,
D0695,52.719999999999999,35.159999999999997,urban,yes,1.1000000000000001,4,0,0,
D0696,48.289999999999999,21.219999999999999,mountain,yes,2.21,5,1,0,
D0697,74.019999999999996,54.799999999999997,urban,yes,1.0600000000000001,2,0,0,
D0698,35.600000000000001,73.519999999999996,hill,no,,6,1,0,
D0699,42.840000000000003,9.9000000000000004,urban,yes,1.26,9,0,0,
D0700,42.399999999999999,63.859999999999999,urban,yes,1.3200000000000001,4,0,0,
D0701,23.219999999999999,23.010000000000002,mountain,yes,1.8700000000000001,6,1,0,
D0702,30.920000000000002,49.710000000000001,urban,yes,1.26,4,0,0,
D0703,51.039999999999999,69.329999999999998,urban,yes,1.28,5,1,0,
D0704,1.9099999999999999,81.030000000000001,lake,yes,2.1000000000000001,7,0,0,
D0705,43.18,27.120000000000001,urban,yes,1.25,6,0,0,
D0706,85.719999999999999,75.120000000000005,urban,no,,7,0,0,
D0707,81.859999999999999,9.3900000000000006,mountain,no,,2,0,0,
D0708,88.329999999999998,64.760000000000005,urban,yes,1.0800000000000001,9,0,0,
D0709,46.380000000000003,98.5,urban,yes,1.3500000000000001,7,0,0,
D0710,81.799999999999997,70.719999999999999,urban,yes,1.2,4,0,0,
D0711,41.149999999999999,88.959999999999994,urban,yes,1.1699999999999999,6,0,0,
D0712,22.960000000000001,37.490000000000002,urban,yes,1.22,5,1,0,
D0713,97.230000000000004,94.840000000000003,hill,yes,1.6599999999999999,3,0,0,
D0714,42.710000000000001,2.0899999999999999,urban,yes,1.1899999999999999,8,1,0,
D0715,94.969999999999999,97.120000000000005,hill,yes,1.53,6,0,0,
D0716,85.620000000000005,72.790000000000006,urban,yes,1.24,8,1,0,
D0717,41.890000000000001,11.369999999999999,urban,yes,1.3200000000000001,12,0,0,
D0718,24.59,37.740000000000002,urban,yes,1.28,9,2,0,
D0719,47.670000000000002,28.809999999999999,urban,yes,1.3200000000000001,10,0,0,
D0720,60.189999999999998,89.359999999999999,lake,yes,2.0499999999999998,4,0,0,
D0721,39.909999999999997,93.700000000000003,urban,no,,5,0,0,
D0722,45.119999999999997,58.049999999999997,urban,yes,1.21,6,2,0,
D0723,93.890000000000001,21.920000000000002,mountain,no,,6,0,0,
D0724,41.07,62.619999999999997,urban,yes,1.3100000000000001,5,0,0,
D0725,93.349999999999994,68.019999999999996,urban,yes,1.1000000000000001,6,0,0,
D0726,54.869999999999997,33.600000000000001,urban,yes,1.1499999999999999,11,0,0,
D0727,75.5,85.079999999999998,lake,yes,1.8899999999999999,2,2,0,
